,Unnamed: 0,Q1,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q2_1,Q3A1,Q3A2,Q3A3,Q3A4,Q3B1,Q3B2,Q4,Q4_1A1,Q4_1A2,Q4_1A3,Q4_1A4,Q4_1A5,Q4_1A6,Q4_1A7,Q4_1A8,Q4_1A9,Q4_1A10,Q5_1,Q5_2A1,Q5_2A2,Q5_2A3,Q6_1A1,Q6_1A2,Q6_1A3,Q6_2A1,Q6_2A2,Q6_2A3,Q6_3A1,Q6_3A2,Q6_3A3,Q7,Q8A1,Q8A2,Q8A3,Q9_1A1,Q9_1A2,Q9_1A3,Q9_1A4,Q9_1A5,Q9_1A6,Q9_1A7,Q9_1A8,Q9_1A9,Q9_1A10,Q9_1A11,Q9_1A12,Q9_1A13,Q9_1A14,Q9_1A15,Q9_1A16,Q9_1A17,Q9_1A18,Q9_1A19,Q9_1A20,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1A1,Q10_1A2,Q10_1A3,Q10_1A4,Q10_1A5,Q10_1A6,Q10_1A7,Q10_1A8,Q10_1A9,Q10_1A10,Q10_1A11,Q10_1A12,Q10_1A13,Q10_1A14,Q10_1A15,Q10_1A16,Q10_1A17,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_2_1A1,Q10_2_2A1,Q10_2_3A1,Q10_2_4A1,Q10_2_5A1,Q10_2_6A1,Q10_2_7A1,Q10_2_8A1,Q10_2_9A1,Q10_2_10A1,Q10_2_11A1,Q10_2_12A1,Q10_2_13A1,Q10_2_14A1,Q10_2_15A1,Q10_2_16A1,Q10_2_17A1,MQ10_2_1A1,MQ10_2_2A1,MQ10_2_3A1,MQ10_2_4A1,MQ10_2_5A1,MQ10_2_6A1,MQ10_2_7A1,MQ10_2_8A1,MQ10_2_9A1,MQ10_2_10A1,MQ10_2_11A1,MQ10_2_12A1,MQ10_2_13A1,MQ10_2_14A1,MQ10_2_15A1,MQ10_2_16A1,MQ10_2_17A1,Q10_2_1A2,Q10_2_2A2,Q10_2_3A2,Q10_2_4A2,Q10_2_5A2,Q10_2_6A2,Q10_2_7A2,Q10_2_8A2,Q10_2_9A2,Q10_2_10A2,Q10_2_11A2,Q10_2_12A2,Q10_2_13A2,Q10_2_14A2,Q10_2_15A2,Q10_2_16A2,Q10_2_17A2,MQ10_2_1A2,MQ10_2_2A2,MQ10_2_3A2,MQ10_2_4A2,MQ10_2_5A2,MQ10_2_6A2,MQ10_2_7A2,MQ10_2_8A2,MQ10_2_9A2,MQ10_2_10A2,MQ10_2_11A2,MQ10_2_12A2,MQ10_2_13A2,MQ10_2_14A2,MQ10_2_15A2,MQ10_2_16A2,MQ10_2_17A2,Q10_3A1,MQ10_3A1,CQ10_3A1,Q10_3A2,MQ10_3A2,CQ10_3A2,Q10_4A1,Q10_4A2,Q10_4A3,Q10_4A4,Q10_4A5,Q10_4A6,Q10_4A7,Q10_4A8,Q10_4A9,Q10_4A10,Q10_4A11,Q10_4A12,Q10_4A13,Q10_4A14,Q10_4A15,Q10_4A16,Q10_4A17,Q10_4A18,Q10_4A19,Q10_4A20,Q10_4A21,Q10_4A22,Q10_4A23,Q10_4A24,Q10_4A25,Q10_4A26,Q10_4A27,Q10_4A28,Q10_4A29,Q10_4A30,Q10_5A1,Q10_5A2,Q10_5A3,Q10_5A4,Q10_5A5,Q10_5A6,Q10_5A7,Q10_5A8,Q10_5A9,Q10_5_1,Q10_5_2,Q10_5_3,Q10_5_4,Q10_5_5,Q10_5_6,Q10_5_7,Q10_5_8,Q11A1,Q11A2,Q11A3,Q12_1A1,Q12_1A2,Q12_1A3,Q12_2A1,Q12_2A2,Q12_2A3,Q13,Q14_1T,Q14_1A,Q14_1B,Q14_1C,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,MQ14_1T,MQ14_1A,MQ14_1B,MQ14_1C,MQ14_2_1,MQ14_2_2,MQ14_2_3,MQ14_2_4,MQ14_2_5,MQ14_2_6,MQ14_2_7,MQ14_2_8,MQ14_2_9,CQ14_1T,CQ14_1A,CQ14_1B,CQ14_1C,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,CQ14_2_8,CQ14_2_9,I_Q14_1T,I_Q14_2_1,I_Q14_2_3,I_Q14_2_4,I_Q14_2_5,I_Q14_2_6,I_Q14_2_7,I_Q14_2_8,I_Q14_2_9,I_MQ14_1T,I_MQ14_2_1,I_MQ14_2_3,I_MQ14_2_4,I_MQ14_2_5,I_MQ14_2_6,I_MQ14_2_7,I_MQ14_2_8,I_MQ14_2_9,I_CQ14_1T,I_CQ14_2_1,I_CQ14_2_3,I_CQ14_2_4,I_CQ14_2_5,I_CQ14_2_6,I_CQ14_2_7,I_CQ14_2_8,I_CQ14_2_9,G_Q14_1T,G_Q14_2_2,G_Q14_2_3,G_Q14_2_4,G_Q14_2_5,G_Q14_2_6,G_Q14_2_7,G_Q14_2_8,G_Q14_2_9,G_MQ14_1T,G_MQ14_2_2,G_MQ14_2_3,G_MQ14_2_4,G_MQ14_2_5,G_MQ14_2_6,G_MQ14_2_7,G_MQ14_2_8,G_MQ14_2_9,G_CQ14_1T,G_CQ14_2_2,G_CQ14_2_3,G_CQ14_2_4,G_CQ14_2_5,G_CQ14_2_6,G_CQ14_2_7,G_CQ14_2_8,G_CQ14_2_9,A_Q14_1T,A_Q14_2_2,A_Q14_2_3,A_Q14_2_4,A_Q14_2_5,A_Q14_2_6,A_Q14_2_7,A_Q14_2_8,A_Q14_2_9,A_MQ14_1T,A_MQ14_2_2,A_MQ14_2_3,A_MQ14_2_4,A_MQ14_2_5,A_MQ14_2_6,A_MQ14_2_7,A_MQ14_2_8,A_MQ14_2_9,A_CQ14_1T,A_CQ14_2_2,A_CQ14_2_3,A_CQ14_2_4,A_CQ14_2_5,A_CQ14_2_6,A_CQ14_2_7,A_CQ14_2_8,A_CQ14_2_9,GA_Q14_2_1T,GA_Q14_2_2,GA_Q14_2_3,GA_Q14_2_4,GA_Q14_2_5,GA_Q14_2_6,GA_Q14_2_7,GA_Q14_2_8,GA_Q14_2_9,GA_MQ14_1T,GA_MQ14_2_2,GA_MQ14_2_3,GA_MQ14_2_4,GA_MQ14_2_5,GA_MQ14_2_6,GA_MQ14_2_7,GA_MQ14_2_8,GA_MQ14_2_9,GA_CQ14_1T,GA_CQ14_2_2,GA_CQ14_2_3,GA_CQ14_2_4,GA_CQ14_2_5,GA_CQ14_2_6,GA_CQ14_2_7,GA_CQ14_2_8,GA_CQ14_2_9,DAY_MQ14_1T,DAY_I_MQ14_1T,DAY_A_MQ14_1T,DAY_GA_MQ14_1T,DAY_CQ14_1T,DAY_I_CQ14_1T,DAY_A_CQ14_1T,DAY_GA_CQ14_1T,Q15_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q16,Q17,Q18A1,Q18A2,Q19,Q20_1,Q20_2A1,Q20_2A2,Q20_2A3,ID,D_MON,D_QUA,D_COU,D_GEN,D_AGE,D_Q5_1,D_Q13,D_Q1,DD_Q1,WT,COUNTRY,CITY,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,Q16_a
7751,7752,1,3.0,,,,,4.0,1.0,,,,,,1,,,,,,,,,,,1,9.0,1.0,,1,2.0,,1.0,3.0,4.0,4,6.0,1.0,3,1,2.0,,1,2.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,4,6.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2,2.0,2,3,3.0,3,1,3.0,4.0,5.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2.0,,,,,,,,6,10.0,1.0,1,2.0,,10.0,,,2,991.38,0.0,991.38,0.0,,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,991.38,0.0,991.38,0.0,,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,2,1,2,1,,3.0,5,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.38,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,991.38,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.38,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,991.38,432.14,508.4,50.84,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,330.46,,330.46,,4.0,,4.0,,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,,1.0,2.0,,,1203,5,2,7,1,3,1,2,1,1,0.54869638462969,30,5024,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
7754,7755,3,,,,,,,1.0,,,,,,1,,,,,,,,,,,3,,,,1,2.0,3.0,1.0,2.0,3.0,3,8.0,9.0,5,2,6.0,,2,3.0,4.0,14.0,,,,,,,,,,,,,,,,,14,3.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,30,30.0,12,31,31.0,13,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,30.0,,,1,2.0,3.0,1,3.0,4.0,3.0,4.0,,1,1316.8410000000001,0.0,1316.8410000000001,0.0,438.94699999999995,,351.1576,438.94699999999995,87.7894,0.0,0.0,0.0,0.0,1316.8410000000001,0.0,1316.8410000000001,0.0,438.94699999999995,,351.1576,438.94699999999995,87.7894,0.0,0.0,0.0,0.0,3,1,3,1,3.0,,4,4,2,1,1,1,1,1316.8410000000001,438.94699999999995,351.1576,438.94699999999995,87.7894,0.0,0.0,0.0,0.0,1316.8410000000001,438.94699999999995,351.1576,438.94699999999995,87.7894,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.478741935483896,42.478741935483896,,,1.0,1.0,,,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,,2.0,,,,1203,8,3,7,2,2,3,1,3,2,0.54125361428355,30,5001,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
7763,7764,1,2.0,,,,,6.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,3.0,2.0,5,1.0,,7.0,1.0,,2,3.0,4.0,5,4,,,2,6.0,11.0,,,,,,,,,,,,,,,,,,2,6.0,11.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,,,,3.0,,,0.0,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,3.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,80,1.0,2.0,1,4.0,7.0,9.0,15.0,,2,991.38,0.0,991.38,0.0,,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,991.38,0.0,991.38,0.0,,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,,4.0,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.38,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,991.38,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.38,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,991.38,610.08,381.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,247.845,,247.845,,3.0,,3.0,,4,4,5,4,4,5,4,5,5,5,5,5,5,2,4,4,4,,1.0,2.0,,,1204,5,2,7,2,6,1,2,1,1,0.8931857565102801,30,5001,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7766,7767,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,2.0,1.0,14.0,1,3.0,6.0,1.0,5.0,3.0,4,2.0,3.0,5,2,1.0,8.0,1,2.0,3.0,10.0,,,,,,,,,,,,,,,,,2,1.0,3.0,1.0,2.0,,4.0,,,,,,,,,,,,16.0,,1.0,,3.0,,,6.0,,8.0,2.0,,0.0,,,,,,,,,,2.0,,,,2.0,2.0,,0.0,,,,,,,,,,2.0,,,,2.0,3.0,,1.0,,,,,,,,,,3.0,,,,3.0,3.0,,1.0,,,,,,,,,,3.0,,,,3.0,6,6.0,6,7,7.0,7,1,2.0,3.0,4.0,57.0,107.0,108.0,18.0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6.0,,,,,,,,1,3.0,,1,3.0,5.0,3.0,9.0,10.0,1,2459.0,0.0,2459.0,0.0,676.225,,1045.075,491.8,245.9,0.0,0.0,0.0,0.0,2459.0,0.0,2459.0,0.0,676.225,,1045.075,491.8,245.9,0.0,0.0,0.0,0.0,5,1,5,1,4.0,,5,4,4,1,1,1,1,2459.0,676.225,1045.075,491.8,245.9,0.0,0.0,0.0,0.0,2459.0,676.225,1045.075,491.8,245.9,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.28571428571405,351.28571428571405,,,4.0,4.0,,,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,,1.0,2.0,,,1204,8,3,7,2,6,1,1,1,1,0.22021749938910998,30,5001,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
7775,7776,1,2.0,,,,,10.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,9.0,14.0,1,6.0,,1.0,2.0,,1,4.0,7.0,5,1,,,1,2.0,4.0,6.0,10.0,,,,,,,,,,,,,,,,10,4.0,1.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,,,,3.0,,,0.0,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,3.0,10.0,14.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,14,80.0,1.0,1,2.0,3.0,3.0,14.0,15.0,2,1324.382,0.0,1324.382,0.0,,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,1324.382,0.0,1324.382,0.0,,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,1,,4.0,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.382,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,1324.382,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.382,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,1324.382,815.982,508.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,331.0955,,331.0955,,4.0,,4.0,,5,4,4,5,5,5,5,5,5,4,5,5,5,1,4,4,5,,1.0,2.0,,,1205,5,2,7,2,2,1,2,1,1,0.39624315782616,30,5001,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
7777,7778,2,2.0,,,,,6.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,2.0,1.0,6,4.0,3.0,1.0,3.0,6.0,5,2.0,1.0,4,8,1.0,4.0,2,3.0,4.0,6.0,7.0,10.0,11.0,,,,,,,,,,,,,,7,2.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,3,8.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,3,8.0,1.0,2,1.0,7.0,3.0,9.0,13.0,2,696.0,0.0,696.0,0.0,,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,696.0,0.0,696.0,0.0,,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,2,1,2,1,,3.0,3,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,696.0,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,696.0,430.0,200.0,50.0,0.0,0.0,16.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,116.0,,116.0,,2.0,,2.0,,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2459.0,1.0,2.0,,,1205,8,3,7,1,4,1,2,2,2,0.28150306180232,30,5001,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
7789,7790,2,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,9.0,,,1,2.0,3.0,1.0,4.0,5.0,1,2.0,3.0,5,1,3.0,5.0,2,3.0,4.0,9.0,11.0,,,,,,,,,,,,,,,,3,9.0,11.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,12,12.0,11,13,13.0,11,1,2.0,3.0,7.0,8.0,9.0,10.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,12.0,,,,,,1,3.0,14.0,1,4.0,5.0,3.0,4.0,,1,948.1255199999999,0.0,948.1255199999999,0.0,614.5258,,175.5788,131.6841,26.33682,0.0,0.0,0.0,0.0,948.1255199999999,0.0,948.1255199999999,0.0,614.5258,,175.5788,131.6841,26.33682,0.0,0.0,0.0,0.0,2,1,2,1,4.0,,3,4,1,1,1,1,1,948.1255199999999,614.5258,175.5788,131.6841,26.33682,0.0,0.0,0.0,0.0,948.1255199999999,614.5258,175.5788,131.6841,26.33682,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9327323076923,72.9327323076923,,,1.0,1.0,,,4,4,4,5,5,5,5,4,4,4,4,4,4,3,4,4,4,,1.0,2.0,,,1206,8,3,7,1,5,1,1,2,2,0.27188504052407,30,5001,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
7795,7796,1,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,9.0,15.0,2.0,3,2.0,6.0,1.0,3.0,2.0,1,2.0,4.0,4,1,2.0,8.0,2,4.0,14.0,16.0,,,,,,,,,,,,,,,,,2,4.0,14.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,1,3.0,4.0,2,11.0,10.0,10.0,6.0,3.0,1,768.9,0.0,768.9,0.0,85.4333333333333,,256.3,170.86666666666702,85.4333333333333,0.0,0.0,8.54333333333333,162.32333333333298,768.9,0.0,768.9,0.0,85.4333333333333,,256.3,170.86666666666702,85.4333333333333,0.0,0.0,8.54333333333333,162.32333333333298,2,1,2,1,1.0,,4,4,2,1,1,2,4,768.9,85.4333333333333,256.3,170.86666666666702,85.4333333333333,0.0,0.0,8.54333333333333,162.32333333333298,768.9,85.4333333333333,256.3,170.86666666666702,85.4333333333333,0.0,0.0,8.54333333333333,162.32333333333298,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.225,192.225,,,2.0,2.0,,,5,4,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,46134.0,,,,,1207,2,1,7,2,2,1,1,1,1,0.50580325784096,30,5024,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
7807,7808,2,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,4.0,,,1,6.0,,1.0,2.0,,9,,,2,1,,,1,2.0,11.0,,,,,,,,,,,,,,,,,,1,2.0,11.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,11.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,,,,,,,,3.0,,,,1.0,,,,3,1.0,11.0,1,,,3.0,,,2,1168.728,794.53,374.19800000000004,0.0,,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,1168.728,794.53,374.19800000000004,0.0,,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,3,2,1,1,,4.0,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.728,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,1168.728,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1168.728,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,1168.728,794.53,280.6485,93.5495,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,233.7456,,,233.7456,3.0,,,3.0,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,9226.8,,,,,1208,2,1,7,2,1,1,3,2,2,0.50580325784096,30,5001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7819,7820,2,2.0,,,,,3.0,,2.0,3.0,4.0,1.0,7.0,1,,,,,,,,,,,1,2.0,9.0,14.0,1,2.0,3.0,1.0,2.0,3.0,2,1.0,4.0,2,1,2.0,3.0,1,2.0,3.0,4.0,8.0,10.0,18.0,,,,,,,,,,,,,,2,3.0,18.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,1,2.0,3.0,1,3.0,,3.0,,,1,452.796666666667,113.199166666667,339.5975,0.0,111.06333333333299,,256.3,42.716666666666704,42.716666666666704,0.0,0.0,0.0,0.0,452.796666666667,113.199166666667,339.5975,0.0,111.06333333333299,,256.3,42.716666666666704,42.716666666666704,0.0,0.0,0.0,0.0,1,1,1,1,2.0,,4,3,1,1,1,1,1,452.796666666667,111.06333333333299,256.3,42.716666666666704,42.716666666666704,0.0,0.0,0.0,0.0,452.796666666667,111.06333333333299,256.3,42.716666666666704,42.716666666666704,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.199166666667,113.199166666667,,,2.0,2.0,,,4,4,4,3,4,4,4,4,4,1,3,5,5,3,4,4,4,61512.0,,,,,1209,2,1,7,2,3,1,1,2,2,0.37114838207865,30,5001,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
7831,7832,1,2.0,,,,,10.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,2.0,1.0,1,4.0,2.0,1.0,2.0,4.0,5,1.0,2.0,3,1,2.0,4.0,2,3.0,4.0,6.0,9.0,10.0,,,,,,,,,,,,,,,3,10.0,9.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,10,2.0,1.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4.0,,,,,,10,2.0,3.0,2,3.0,1.0,3.0,7.0,,2,1563.43,0.0,1537.8,25.63,,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,1563.43,0.0,1537.8,25.63,,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,4,1,4,1,,4.0,5,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.43,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,1563.43,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.43,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,1563.43,768.9,768.9,25.63,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,312.686,,312.686,,4.0,,4.0,,4,4,4,5,4,5,4,5,4,5,4,4,5,4,4,3,5,,,,,,1210,2,1,7,1,3,1,2,1,1,0.28560831478694,30,5001,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
